business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count
TqXrx4jBp5-mr4OsquRFtg,BurgerFi,2910 Little Rd,New Port Richey,FL,34655,28.2018809,-82.6657605,3.5,145
OTyqnhVR-ZWkLMlVnCPoCA,Boston Market,6350 Roosevelt Blvd,Philadelphia,PA,19149,40.0355870565,-75.0711464882,2.5,14
yTY4Mtn9eNUj35mj452DMQ,McDonald's,8937 Rancho Del Rio Dr,New Port Richey,FL,34655,28.2352649364,-82.6664885134,2,17
oFVEI1QE-gWcDrgVoy8etw,Richboro Pub,1034 2nd St Pike,Richboro,PA,18954,40.2164608,-75.0115272,3,40
2c0G2DyFUoar21Ld_gSLoQ,Carl's Jr,10535 N Oracle Rd,Tucson,AZ,85737,32.3976408,-110.9587503,2,17
uKnoHpDQTQZiqsOldeMx7Q,Weather Vane Ice Cream,3208 Maryville Rd,Granite City,IL,62040,38.719437,-90.103952,4,15
KkWQcqDPsZb6K5R5T-XJCg,Taco Bell,3501 S Grand Ave,Saint Louis,MO,63118,38.593772,-90.243397,1.5,31
CG1aAgHz1sLW86TFPauerA,Los Tres Potrillos,548 East Washington St,Millstadt,IL,62260,38.4623251649,-90.0832999673,5,5
EImGEwaos0pIqyye1u6OSA,Dominic's Italian Grille,34726 US Hwy 19 N,Palm Harbor,FL,34684,28.089266,-82.740484,3.5,48
W7IXC4Bq5jXOQVV6Cu1OSA,Wawa,915 New Rd,Wilmington,DE,19805,39.7399201,-75.5983935,2,12
pU4bdb5Ohof4KEBJvmwc8A,Chuck's Bar & Grill,1181 Colonnade Ctr,Saint Louis,MO,63131,38.6029998,-90.4409506,2,5
boIphU_TlxlMJHfFrAM03g,Wienerschnitzel,6346 North Oracle Rd,Tucson,AZ,85704,32.3219813,-110.9740882,3,28
SCOVrHA1BPgJwgSo8VveRg,Jack in the Box,11830 Lusher Rd,Saint Louis,MO,63138,38.7869339,-90.232992,1.5,8
o0DWTaPYv76pZPquHfUgUw,Daddy O's Donuts And Bakery,13227 US Hwy 19,Hudson,FL,34667,28.3498002,-82.6996252,3,6
H-ShuZET0m9IkCv-L9zFXA,Dairy Queen,9008 E 10th St,Indianapolis,IN,46229,39.7824020708,-86.0082985,2,9
8OdjsghAmrWb5VySp5_CLw,Mirko Pasta,2037 N Mt Juliet Rd,Mount Juliet,TN,37122,36.1981556,-86.5192017,4,64
7wcHZ80HLJVwUijAH_efJQ,Breakwater Restaurant,107 Harbor Way,Santa Barbara,CA,93109,34.404278,-119.694053,3.5,212
laqCluTmC5pDvbEkUkbWHg,Cactus Grill,7200 Easton Rd,Pipersville,PA,18947,40.431349,-75.141723,3.5,58
T-W7Zn6hd3ChwseyccgZDg,Baril,267 S 19th St,Philadelphia,PA,19103,39.948253075,-75.1726286252,3.5,25
UjxQP7wWh8P3mblDM4lrTg,Auntie Anne's Pretzels,2126 Abbott Martin Rd,Nashville,TN,37215,36.108567,-86.813376,2,6
WeisR1JbgA82LlSdvFpylg,The Wooden Rooster,7839 113th St N,Seminole,FL,33772,27.8436181,-82.7928085,3.5,46
MAad69FdL2Y-kSDF6SkZ3A,Sushipop,4620 Veterans Blvd,Metairie,LA,70006,30.0047228,-90.1868155,3.5,48
5OK71bsZ3UndLeTXUE5mKw,Cafe Minh,4139 Canal St,New Orleans,LA,70119,29.9753472,-90.1011957,3.5,104
cvUjcNaAJhqTU5UplnJC5A,The Big Easy Saloon,128 Paoli Pike,Paoli,PA,19301,40.037553,-75.494474,4,6
FDUFDCE5VML0zS4tSegjcg,Subway - Franklin,407 Independence Sq,Franklin,TN,37064,35.9328740231,-86.8785749022,3.5,10
TK_CXlCU1bWEZNBpR1fNDw,'Merica Food Truck,,Wesley Chapel,FL,33544,28.182893,-82.3641751,3,13
AjQGanUkM-SFa7MxwTfMRw,Elwood,1007 Frankford Ave,Philadelphia,PA,19125,39.9664035366,-75.1342273504,5,38
_IwRR4rW56uEn8BU9tMNjg,Wakita of Japan,"1102 Baltimore Pike, Ste 117",Glen Mills,PA,19342,39.8811689,-75.5435758,4.5,16
iZNVXy87SXHxlK4I2eLJHQ,The Cavern,"10169 104 Street NW, Suite 2",Edmonton,AB,T5J 1A9,53.5423580041,-113.4994361502,4.5,31
7EozHEbdu6Dq9O9ptQBArw,Pizza Hut,511 Berlin-cross Keys Rd,Sicklerville,NJ,08081,39.7439033,-74.9961695,2,6
w_R7KfoYBrWj9H0BMj3VFw,Panera Bread,1799 Gallatin Pike N,Madison,TN,37115,36.297213,-86.7007024,2.5,31
JB5tlC_7u5IHT2Z_GHN-qw,Daily Greenz,619 East Gutierrez St,Santa Barbara,CA,93103,34.4229928,-119.686982,5,8
EeXMlEF1yknnBRduo6yzHQ,White Castle,840 N Hwy 67,Florissant,MO,63031,38.799733,-90.333265,3,6
2wf4Vkz9ZEh9-TJaL2d5-g,Mandarin Express,"500 Port Of New Orleans, Ste 234",New Orleans,LA,70130,29.944324,-90.062187,1.5,19
cN-E9LtQPXrE00iaQQ7UCQ,Freddie G's Chicken And Waffle,1435 Salisbury St,St Louis,MO,63107,38.6612007,-90.200122,3.5,29
q8OUwVG1HHo8-b--nyI8gQ,The Original Boardwalk Grill & Sports Bar,126 Island Way,Clearwater Beach,FL,33767,27.977654,-82.816418,1.5,15
aJpDjaMVhWZRLdwZtqQjEg,T.H.I.S. Place,10382 105 Street,Edmonton,AB,T5J 1E6,53.5460723,-113.5012494,4.5,24
CFqHpJScxhi1jxkiHpzx0g,Arabica's Cafe,"93 Terry Pkwy, Ste 1",Terrytown,LA,70056,29.923033,-90.0364096,4,15
huIIVzj-e0oa2kN0B6-2-A,Wawa,8800 Park Blvd,Seminole,FL,33777,27.8384951,-82.7610804,3.5,8
wlWgaS7V1LhOj-uGgZgAGg,Freddy's Frozen Custard & Steakburgers,947 NW Plz Dr,Saint Ann,MO,63074,38.7354007488,-90.4012576727,2.5,5
_MM6uUK_M-trJtifosyUYw,Bonanza Western Grill,12536 137 Avenue NW,Edmonton,AB,T5L 4Y5,53.5997146,-113.5396444,2.5,13
FaPv78tmIKDhDxdos_KbZg,Gigi's Italian Restaurant,4399 Gulf Blvd,St. Pete Beach,FL,33706,27.718519,-82.7390560614,3,163
sdFJSq-EgmtplIwUamRwTQ,Bayou Burger & Sports Company,503 Bourbon St,New Orleans,LA,70130,29.9572555,-90.0670177,3.5,446
1fzSOSo9DiWxLJpJA-Tphw,King Street Grille & Market,182 Lancaster Ave,Malvern,PA,19355,40.0411937,-75.5382977,3,16
RuM9hDl_E9FN5IkkJ7HPQQ,Jade Garden,"3720 W Ina Rd, Ste 106",Tucson,AZ,85741,32.3389095629,-111.0446291171,3.5,111
Kv3rJDB3LYAF8a4X0f6TIg,Shoney's Restaurant,307 Long Hollow Pike,Goodlettsville,TN,37072,36.3256301,-86.7004064,1.5,28
xoG-zabIUFngEhic1PEajA,Upperline,1413 Upperline St,New Orleans,LA,70115,29.9248538681,-90.1075544344,4.5,390
XVYycJcfqSsU1dta9uEjgA,Starburst Cafe,160 N Gulph Rd,King of Prussia,PA,19406,40.088192,-75.391474,2.5,11
Cxh7HIPRhIr_DIetWp3jAg,McDonald's,2001 E Plumb Ln,Reno,NV,89502,39.5058621911,-119.7749723411,2.5,27
JXYKzNSaK_fznAXvmRdYPA,Root,1206 Frankford Ave,Philadelphia,PA,19125,39.9695888495,-75.134338087,4.5,160
iBGR1hX6To3FGtCgCgDtqQ,Feast and Fest Catering,1915 De La Vina St,Santa Barbara,CA,93101,34.4281804,-119.716529,4.5,32
M5NuayzFbb5RHB4KQMAvqA,Jack's Pizza,"2801 Fairview Pl, Ste G",Greenwood,IN,46142,39.6212833,-86.1576073,3,16
1TDkOZykS66a7pV6yeAAHQ,Nana's Kitchen & Catering,109 N Narberth Ave,Narberth,PA,19072,40.006222,-75.260094,4,12
KAOkwAdXQ556P_p828BprQ,Seven Troughs Speakeasy,50 S Virginia St,Reno,NV,89501,39.5248809326,-119.8116846755,4.5,99
NJ6unjwQCbCEmurnFllnMQ,Little Caesars Pizza,6932 N Armenia Ave,Tampa,FL,33604,28.012011,-82.485011,2,7
RpY32D_zRYFQPYHlrkDi9Q,McDonald's,5445 E Speedway Blvd,Tucson,AZ,85712,32.2367031775,-110.8766891761,2.5,26
VOPWc0uPOEKCIZtaL9bJYg,Domino's Pizza,1430 N 13th St,Saint Louis,MO,63106,38.6402274,-90.1940115,1.5,38
CUg4cM0WRAVlSBkLLtwqkg,Sushi On the Rocks,5252 E 82nd St,Indianapolis,IN,46250,39.905456,-86.080484,2.5,59
31s1x27DnN2V-ptUWEdfTQ,Subway,"5650 W 86th St, Ste 132",Indianapolis,IN,46278,39.9122513624,-86.2617752892,3.5,7
eEVshVMh8o6NrtsFv1P0LA,Subway,"Ronnie's Plz, Ste 38",St Louis,MO,63126,38.5288426047,-90.3635417901,2,10
kSNkNzXU8l-x_h0desmm1Q,Stage Left Grille,541 N Grand Blvd,St. Louis,MO,63103,38.639273907,-90.2316115227,4,17
7BiIK58dZNSICPN4n4qWmw,Tenno Japanese Restaurant,3408 W End Ave,Nashville,TN,37203,36.138759,-86.8203039,3.5,29
Jxe_xzKI4vFNHG_mG-04jg,Margaritas Mexican Restaurant,209 E Davis Blvd,Tampa,FL,33606,27.9272327,-82.453347,3,170
10B8LifXfBtMLbrYzTOy1A,Choice Saint Louis,7807 Clayton Rd,Clayton,MO,63105,38.637945,-90.338675,4,40
eFtQDmNER9pRB9YdPxMMXA,Jung's Golden Dragon II,3009 Magazine St,New Orleans,LA,70115,29.9250678,-90.0850239,3,284
vwX8kUqJwRzbr7JakrwIFA,AViANNA,55 E Baltimore Ave,Lansdowne,PA,19050,39.9383405249,-75.2699509042,4,88
OvREyM6JzUogb8yQXXoF0A,Olive Garden Italian Restaurant,4900 S Virginia St,Reno,NV,89502,39.481919561,-119.7910320233,3.5,299
wifZgJ9IUjNxsmebpCRiRw,Red Lobster,5259 Hickory Hollow Pkwy,Antioch,TN,37013,36.0474,-86.65692,3,52
pWAmi4uwpLGjInPSb7Et2w,Marshall's Bistro,17 Nationalway Shopping Ctr,Ballwin,MO,63011,38.5920526289,-90.5099951521,2.5,7
O1Cw2yzf4bCuKjbVTljqUQ,Flamestone American Grill,4009 Tampa Rd,Oldsmar,FL,34677,28.0377657,-82.6586114,4,519
eA9p9OXvrdQI1J1jxVsRlQ,Pho Michael,3559 18th St,Metairie,LA,70002,30.0088012891,-90.1617417474,4.5,293
Gz-yCWu_90HODnAlV_RDBg,Molly Goodhead's Raw Bar & Restaurant,400 Orange St,Ozona,FL,34683,28.0696364,-82.7759625,4,297
QmLn8zqY49r9WUsKbnmLBA,New Bamboo,2612 Bayshore Blvd,Dunedin,FL,34698,28.0506537,-82.7816064,3.5,28
mNONZre-qHT27QxH8e-FCg,Amazon Ceviche Bar & Grill,4810 E Busch Blvd,Tampa,FL,33617,28.0336653,-82.407367,4,6
qwoCL9oMo827XnhvDaobmg,Chatime,10538 82 Avenue NW,Edmonton,AB,T6E 2A4,53.5182592,-113.5020407,3,14
NnlXgLZ93KPj1wYSiqjyIg,Pete & Shorty's Tavern,2820 Gulf To Bay Blvd,Clearwater,FL,33759,27.96085,-82.720562,3.5,234
JUQG2g3KYK6nbEuKNSxWiA,Westbury Bar & Restaurant,261 S 13th St,Philadelphia,PA,19107,39.9468010264,-75.1624771881,3.5,33
-1XSzguS6XLN-V6MVZMg2A,Restaurant Rebirth,857 Fulton St,New Orleans,LA,70130,29.9435371,-90.0653721,4.5,521
sMBRISrbZXeIFK0gG_sIkw,Del Buono's Bakery,303 S White Horse Pike,Stratford,NJ,08084,39.8277966,-74.9991823,4,11
bD6mNv9Vha3Wn0LOuG4bIQ,Super Tacos,7853 Michigan Rd,Indianapolis,IN,46268,39.896636,-86.2149249,4.5,46
AJf_G2CKc1ZDC2NE4oj3rw,Jimmy John's,13586 NW Industrial Dr,Bridgeton,MO,63044,38.7755156,-90.4453487,2.5,7
CTQvYTvrpV9yx3vBpsHOUQ,"Chicago's Pizza With A Twist Reno - S Virginia St, NV",1885 S Virginia St,Reno,NV,89502,39.5061871934,-119.8040200592,4,114
nk8G5s5X2gUWQ2sCKHQOgw,Cerino's Pizza,Rt 70 & Jones Rd,Medford,NJ,08055,39.9005850454,-74.8316015394,3.5,18
EQXQ8KvVBLeOdzlwXjwGYA,Best Friends Coffee & Bagels,1060 E Main St,Brownsburg,IN,46112,39.83662,-86.37875,4.5,161
GLXyaMTUbIb8uX4_aWlsfA,Taco Bell,40976 US Highway 19 North,Tarpon Springs,FL,34689,28.14566,-82.7405,2,23
WZbdxpBvOYK0_xt9KoTKCA,Bluwave Street Tacos,7609 W Overland Rd,Boise,ID,83709,43.5892143457,-116.2770754568,3.5,16
q7mT2AVq7uG_1kmph-NYXw,Seaside Inn Restaurant & Lounge,5330 Treadway Dr,Port Richey,FL,34668,28.2733478,-82.7264741,3,16
fdmLML9X_0mWWG3TFVWniQ,IHOP,7945 E Broadway Blvd,Tucson,AZ,85710,32.22145,-110.8234,2.5,112
ngNnqSeyTy9qCln6CCkGyg,Cafe Terra Cotta,3500 E Sunrise Dr,Tucson,AZ,85718,32.3196465,-110.9189568,3.5,7
zupI44qitH6T8Bo9OjA6Yw,Bagelicious and More,30032 Sr 54 E,Wesley Chapel,FL,33544,28.23997,-82.318874,3.5,107
N8fOheheo3Nruo5gXRghIQ,Reed's Restaurant & Nightclub,1486 Skippack Pike,Blue Bell,PA,19422,40.1690221,-75.2937002,2,14
1SwfAYI1HGDyJKHmdRXI5Q,Dale's Family Restaurant,5209 E Thompson Rd,Indianapolis,IN,46237,39.6932771775,-86.0810571749,4,156
OvfEIlbmU9TYxBQ23vULbw,Jimmy John's,"3970 Tampa Rd, Ste. A",Oldsmar,FL,34677,28.036457,-82.6594418,3,28
DHENrreqQDQx9NtuorNOZw,Gio's Cuban Cafe,411 S MacDill Ave,Tampa,FL,33609,27.9405177,-82.4936628,3,16
PTR7WYnF0yJ6OTaC7HdLCA,Panda Chinese Restaurant,10537 E Washington St,Indianapolis,IN,46229,39.7744153,-85.9795377,2.5,13
FSozpKB2RTUr8M4mVJeVhw,Ashoka Palace,2286 Mckelvey Rd,Maryland Heights,MO,63043,38.7212206622,-90.4481124955,2.5,11
HCAEt5uZvcE3gU46bViwvA,Petunia's Restaurant,817 St. Louis St,New Orleans,LA,70119,29.9572864,-90.0674261,4,41
hGCETx03FN8Qtx1T8StHaQ,South Shore Pizza,3026 E College Ave,Ruskin,FL,33570,27.714662,-82.393271,3,62
W_KCxp8zEb8_PG1ZoP37eg,Italian Delight,134 Veterans Ln,Doylestown,PA,18901,40.3191005,-75.1312295,3.5,10
lSfdDzqxFIYmJDWCh3dj_w,Monical's Pizza,"6010 W 86th St, Ste 124",Indianapolis,IN,46278,39.9132682834,-86.2658728859,3.5,50
j00Jky-A3xhT4u7VtO6d2g,Wit's Inn,141 N Carrollton Ave,New Orleans,LA,70119,29.975429,-90.099705,3.5,92
cZO-JrFt24WguTn7-RVPGw,Anthony's IV pizza,335 W. Bridge St,Morrisville,PA,19067,40.2052210358,-74.7805291891,3.5,20
r74RFITH8ZbqY4wCg4dOhg,Xpress Pizza & Grill,217 Bridge St,Phoenixville,PA,19460,40.134056,-75.5169561,3.5,21
35BuVcbDU7D9mjmruxmnEw,McDonald's,104 W Bearss Ave,Tampa,FL,33613,28.08767,-82.4604798,1.5,23
8njTcZKsdTQOjfvth5G4gQ,Trap House Wingz,1613 Buchanan St,Nashville,TN,37208,36.179822,-86.81058,4,10
jtMXBW4KZ11T6nmZs0-v8A,Inkas,5356 W 38th St,Indianapolis,IN,46254,39.8246027,-86.2534375,4,54
8oHKJvWMqOx_PrSIG4odAw,Appetite Global Cuisine,"205 Carnegie Drive, Unit 112A",St Albert,AB,T8N 5B2,53.636522797,-113.5752415325,4,27
TACJqngUeON55j6bBBGLag,Monte Carlo Pizza and Family Restaurant,1885 Swamp Pike,Gilbertsville,PA,19525,40.3015619,-75.586415,2,8
qk3mQdLNPa76XrjVJiwhrQ,Patriots' Table,"1265 Madison Ave, Ste 141",Greenwood,IN,46142,39.6347187,-86.115371,3.5,25
C6AiAF35zwpAoK5jjm-nhA,Montecito Coffee Shop,1498 E Valley Rd,Santa Barbara,CA,93108,34.4372898,-119.632278,3.5,37
dmKs3W3l6BGKp1OAs1AUIw,Rocco's Pizza,100 Shopping Ctr,Exton,PA,19341,40.0506883157,-75.6360092865,4,11
c1hJ_412NqMdFP6Tn_nv2g,Granny's Brier Patch,2577 Hwy 41 S,Greenbrier,TN,37073,36.4303831308,-86.8057693,2.5,6
BwNivkSRDx_Sf4Gx57jT9w,Ott's,656 Stokes Rd,Medford,NJ,08055,39.869943,-74.811461,3.5,72
C_UGT4dyFaG-_-ohBJLKog,Bagel Fair,1300 E 86th St,Indianapolis,IN,46240,39.9148543182,-86.1371811681,4.5,145
KYIjGeksxRvNyVPh3S78Gw,Jet's Pizza,1400 Liberty Pike,Franklin,TN,37067,35.9247172,-86.7959121,3,28
c1e2juwQjrfnMc6yQHJOkg,Tropical Cafe,222 E Main St,Collegeville,PA,19426,40.1922492657,-75.4603257302,3.5,10
-LpG-lx52Mjp7jyJ8YZHZQ,Non Stop Deli,2842 W Girard Ave,Philadelphia,PA,19130,39.9742886,-75.1834252,3,8
fzLzJGsGMN-Qb_UDDvsDVA,The Other Place Sports Bar & Grill,"6900 Lenox Village Dr, Ste 17",Nashville,TN,37211,36.0247301,-86.7117719,3,77
cgnU59I7pMj-VMeBXhh4cA,Healthy Happies Carmel,20 Executive Dr,Carmel,IN,46032,39.9636938,-86.1253351,4,15
5FDt7sy-70y4_37Dh2qcbw,El Arado Mexican Grill,1063 Virginia Ave,Indianapolis,IN,46203,39.7523127,-86.140383,3,162
e1S7fk_rLmKjezewn85s9A,Blue Coast Burrito,112 Saundersville Rd,Hendersonville,TN,37075,36.3253591147,-86.5948288368,3.5,38
shhLEpL0BGni58akTfaxLw,Syphay Restaurant,4428 Calgary Trail NW,Edmonton,AB,T6H 5W6,53.482643,-113.495749,4,6
UWveIAhOK2uzJed5UZiLLA,Visions Restaurant,700 Church Ln,Yeadon,PA,19050,39.9339892,-75.2511041,3,10
a2FCobBzFzC62IbHPa_oIg,Mediterranean Cafe & Ice Cream,3409 Walnut St,Philadelphia,PA,19104,39.9530608377,-75.1928841837,2,12
slqFzfT2fGJ8djTNulZExw,Chick-fil-A,10790 Park Blvd,Seminole,FL,33772,27.8391534847,-82.788431,3.5,36
DBtvUjFaT1v-p6vCxY2nTw,Moar Tea & Poke,448 Massachusetts Ave,Indianapolis,IN,46204,39.773562,-86.1514379,4.5,177
Eqk5YvLF_IokjJrO2FQs3g,Julie's Little Kitchen,1841 Old Missouri 21,Arnold,MO,63010,38.44271,-90.45673,5,12
c6fWBSm-EHVwyFszTC5Mhw,Del Frisco's Grille,"1201 Demonbreun St, Ste 104",Nashville,TN,37203,36.154392,-86.7863151,3.5,241
zH0fUF9CB3mzp07fEcUBSg,Thai One On Food Truck,,Tampa,FL,33629,27.9348410686,-82.5203814778,3,5
9D1Vuxuh-hvwkYBrqje1nA,Stacky's Seaside,2315 Lillie Ave,Summerland,CA,93067,34.4214242,-119.5997696,3.5,63
2gornVKjX0TKhZHmhqSSMA,Argana,2 N Lansdowne Ave,Lansdowne,PA,19050,39.938419,-75.272402,3.5,34
NghIUbFjp683iyVJtF8u-g,The London Tea Room,1520 Washington Ave,Saint Louis,MO,63103,38.6327671,-90.2022956,4,101
ElIXZnESN32voI8sZRUkjA,Cantina,2500 E 2nd St,Reno,NV,89595,39.5234844,-119.7804047,2.5,219
nC1nF306iY8kR_4H-yDHaA,Taco Bell,6501 East Washington Street,Indianapolis,IN,46219,39.771433,-86.055787,1.5,20
tSmUxIto8yAqijDgsjLBRQ,South Coast Deli - Santa Barbara,3534 State St,Santa Barbara,CA,93105,34.4406775553,-119.7397025874,4,10
MCcxe7UiXr0HcVxdxv0gJA,28/65 Brewhouse,2865 Veterans Memorial Pkwy,St Charles,MO,63301,38.7832055,-90.5245639,3,109
BtFMRicRKWxKJhffKSdP9A,Gyro Zone,18215 US 41,Lutz,FL,33549,28.1387664756,-82.4627963227,5,13
3W6Q0b0jaKn4lhQNWWcXdQ,Lu's Chinese Restaurant,47 S York Rd,Hatboro,PA,19040,40.1761735,-75.1064798,3,12
JNOW_mK5G4vUCuGmpHavJg,The Grand Siam Lounge,"2325 Ulmerton Rd, Ste 28",Clearwater,FL,33762,27.8946541,-82.6670194,3.5,96
ITDhUnCanWcMhPTvQDa3mA,John Henry Seafood Restaurant,2 Mifflin St,Trenton,NJ,08611,40.2135258,-74.7424072,4,7
mnq8JNUjIBwUoLBk-b2V9g,Jamba,"930 Poydras St, # A",New Orleans,LA,70112,29.950181,-90.074232,4,67
f-yaDekqDfgqqjcz_wryBA,Mae Mae Asian Bistro,"1445 Westbank Expy, Ste 1A",Westwego,LA,70094,29.8966669,-90.1357913,4,15
mfMb53r8mEtLtoqSOkDxXg,New Golden House,5833 Germantown Ave,Philadelphia,PA,19144,40.0377555,-75.1761754,3.5,7
wT2QIkaHz06wWSbe-Fykxw,Cha's Seafood,359 Pennington Ave,Trenton,NJ,08618,40.2322234112,-74.7708347364,4,18
1zAQ7CGZXnIkUXFinHcFhg,Brockway Public House,12525 Old Meridian St,Carmel,IN,46032,39.9718608568,-86.151123519,3.5,181
y_ErDiWeXxyYcL1_U966qQ,Yi Palace - Wilmington,4435 Concord Pike,Wilmington,DE,19803,39.814853,-75.548638,3.5,118
ug46LQ5eq0uF6NE3adHhyw,Jimmy John's,1601 N 15th St,Philadelphia,PA,19121,39.9779969,-75.1592852,3.5,39
o5Uee_gmS-y9R582PAkX6w,First Watch,8646 Hunters Village Rd,Tampa,FL,33647,28.140282,-82.35718,3.5,15
yIy70vHKF_L3Gy1cu2Wqwg,"Laurel Oak, Southern Brasserie",535 Gravier St,New Orleans,LA,70130,29.9510212,-90.0685271,5,57
MxJ6cYihCfxwjqUkxRwCfA,Carlitos Calle Tacos,,Reno,NV,89502,39.4835647,-119.7310213,3,15
sEyr0I4wV0T4D7fIkpHM8A,Kowloon Chinese Restaurant,"850 S Valley Forge Rd, Ste 13",Lansdale,PA,19446,40.2402960693,-75.30441,3.5,32
bn0XzKxBRBWvnHUMg5cz6g,Red Lobster,"1249 New Churchman's Rd, CENTER POINTE PLAZA",Newark,DE,19713,39.690131,-75.66123,2.5,59
H9XYhNxQWdHAwjTCzOfFMA,Scholars Inn Restaurant & Lounge,725 Massachusetts Ave,Indianapolis,IN,46204,39.7767264,-86.1462257,3.5,28
MTB9CelShC-x4jj31BJYAg,Red Bicycle Coffee,"2190 Nolensville Pike, Ste E",Nashville,TN,37211,36.1272784,-86.7529119,3.5,248
B61ZWIX1AEl76A2WEdDZMw,Lestardo's Crab House,135 Christiana Rd,New Castle,DE,19720,39.6642603,-75.6168534,3.5,123
8T231RRuZWqxGMu6SqC6TA,Santi Pizza,308 N Forklanding Rd,Maple Shade Township,NJ,08052,39.9597568,-75.0055108,3,19
cdWo8WYBnxi8khd4B6DFog,Burger 21 - Airside A,4001 BESSIE COLEMAN BLVD,Tampa,FL,33607,27.9761021234,-82.532184751,2.5,38
jtcsbp7trZmXEIaClV7waQ,Daybreak Cafe,1981 N Pinellas Ave,Tarpon Springs,FL,34689,28.172653,-82.7509499341,4,38
Bv-v7B3Bva_t-sYpNIhzrQ,Wawa,100 Boot Rd,Downingtown,PA,19335,40.0005452844,-75.7011961789,3,10
tkY5BJVXxUmP4jsKavkf2g,Big Ray's Fish Camp,6116 Interbay Blvd,Tampa,FL,33611,27.8791768124,-82.4952822636,4.5,653
lZbimwxtW5JPB6biT7_q3w,Carnitas y Taqueria La Frontera,4102 Madison Ave,Indianapolis,IN,46227,39.7062557912,-86.1421196361,5,14
RQcuGe28Q8laCF1w1aBYiA,Paradeco Coffee Roasters,"111 2nd Ave NE, Ste 101, Plaza Tower & Courtyard Shops",St. Petersburg,FL,33701,27.7736946132,-82.6335648325,4.5,75
klmmVypIS-xJsB8h9H2K6Q,Roma Pizza & Pasta - Inglewood East Nashville,3803 Gallatin Pike,Nashville,TN,37216,36.2145162,-86.7309803,3,36
UEPf0MGsw2mOlarskQX1Zg,Streetcar Poboys & Seafood,1610 Saint Charles Av,New Orleans,LA,70130,29.937916,-90.0758264,4.5,45
TaK6QGR0mpwcOd8rwr38vA,Toucans Bar & Grill,431 Mandalay Ave,Clearwater,FL,33767,27.979704,-82.82699,3,208
xv_U__GI9gmzKIHT_TANnw,Hoshun Restaurant,1601 Saint Charles Ave,New Orleans,LA,70130,29.9384803,-90.0765382,3.5,403
_vetnsfyQcbeYfxoiTIOPA,Zeppelin Nashville ,505 3rd Ave N,Nashville,TN,37201,36.1687432454,-86.781358755,3,55
EPMHuTHu46B123ivRIZ-Xg,Magic Carpet,34th & Walnut St,Philadelphia,PA,19176,39.9528123,-75.1920992,4,135
vIwdLdSMmGMjRin9OSxViA,Mystic Restaurant,515 Stump Rd,Montgomeryville,PA,18936,40.2326297,-75.2280792,4,56
u3-N3TKXpb7_fhxaF6BxBQ,Fazoli's,1695 Meridian Oaks Dr.,Greenwood,IN,46142,39.6144011,-86.1578849,3,25
50w0JG2TggLBmVbS86aQWQ,Dave's Diner,2823 High Ridge Blvd,High Ridge,MO,63049,38.4635755685,-90.5313819868,4,27
hMOo98ZQhKM8XvxshvmtNA,Wokworks,S 15th St & Market St,Philadelphia,PA,19102,39.952385,-75.16525,4,29
cbICYefFAJH8LokJFcGXPA,Buffalo Wild Wings,2747 East 62nd St,Indianapolis,IN,46220,39.86829,-86.1181260722,2,129
pN4bu3X4Upie2fc9H7BY7Q,MOD Pizza,"3741 West Chester Pike, Ste 100",Newtown Square,PA,19073,39.9869837824,-75.4056975807,4,74
wVrJOXjRrPKIfZbNnrl3ow,Pizza Delicious,617 Piety St,New Orleans,LA,70117,29.9624187101,-90.0428899696,4,678
o6wweypWJFP-yHkI06KNMA,Pizza Time Saloon,201 W 7th Ave,Conshohocken,PA,19428,40.0801919,-75.3041141,3.5,26
WKkLsiO4SxdegSNGJzVWpQ,Buffalo Wild Wings,"4058 Tampa Rd, Ste 1",Oldsmar,FL,34677,28.035069,-82.654326,2.5,140
zHIMq60S8XjhVHfUIODa2g,Mangos Mexican Restaurant,300 Indian Lake Blvd,Hendersonville,TN,37075,36.3300027346,-86.5901824193,3,53
gmYNsG1R5u3e3FueeowAEg,Filiberto's Mexican Food,4011 E Grant Rd,Tucson,AZ,85712,32.2509325,-110.9074194,3,59
jA_qpN08DEkJukiv9WB1bQ,DiNozzo's Pizza,955 S Township Line Rd,Royersford,PA,19468,40.1946045331,-75.5302130936,3,6
56M2bwaaSzcmzr2dyEfYQw,Adriana’s On The Hill,5101 Shaw Ave,St. Louis,MO,63110,38.617843,-90.270609,4.5,397
r6IG0BYHa0JUsCBSQTKtQg,Pitchfork Pizza Parlor,"401 Long Hollow Pike, Ste 100",Goodlettsville,TN,37072,36.328283,-86.69846,4.5,39
DFc6sUqeT4iYwWsGnkwQ9g,Ozzie's Restaurant & Sports Bar,1511 Washington Ave,Saint Louis,MO,63103,38.632948,-90.200772,2.5,17
NPVO5zTP8mbcpciaZ0-GDg,New York Kitchen & Lounge,4606 W Boy Scout Blvd,Tampa,FL,33607,27.9593884,-82.52283,3.5,25
Au6bDTawKEYXUJuhq6MBNw,Kitty's Luncheonette,2721 E Somerset St,Philadelphia,PA,19134,39.9788544,-75.1110948,4.5,29
nWQXPA2XL4WAJ2HONTw9sg,Nick's Family Restaurant,5701 Central Ave,Saint Petersburg,FL,33710,27.7712344,-82.7110294,3,5
