:START_ID(Business),:END_ID(Category)
-QRcr42MLqbSbAzXstD_WQ,6
-QRcr42MLqbSbAzXstD_WQ,138
tuKYmeiSkAURPQnRDCLBxg,2
tuKYmeiSkAURPQnRDCLBxg,109
RPf6pe_g6mkYDD6yP95rHA,109
RPf6pe_g6mkYDD6yP95rHA,60
RPf6pe_g6mkYDD6yP95rHA,108
RPf6pe_g6mkYDD6yP95rHA,142
BVF9gWOAItS-781FlzGA_w,126
BVF9gWOAItS-781FlzGA_w,109
_swrAjNgk60HIGLVzHiqmA,109
_swrAjNgk60HIGLVzHiqmA,93
_swrAjNgk60HIGLVzHiqmA,33
_swrAjNgk60HIGLVzHiqmA,191
_swrAjNgk60HIGLVzHiqmA,53
ICYYwP4UkgfKdm-2WUeuFA,109
ICYYwP4UkgfKdm-2WUeuFA,25
ICYYwP4UkgfKdm-2WUeuFA,6
vM4NTqp7akWhNVxZglPTxQ,2
vM4NTqp7akWhNVxZglPTxQ,109
9gTn79AUX_U7bQLcSLOyAw,109
9gTn79AUX_U7bQLcSLOyAw,114
9gTn79AUX_U7bQLcSLOyAw,93
9gTn79AUX_U7bQLcSLOyAw,47
owMvBvgacX61VhLeMDF7ZQ,109
owMvBvgacX61VhLeMDF7ZQ,154
owMvBvgacX61VhLeMDF7ZQ,65
owMvBvgacX61VhLeMDF7ZQ,119
owMvBvgacX61VhLeMDF7ZQ,134
7fuyFmESXQYir9AtweuD8w,116
7fuyFmESXQYir9AtweuD8w,15
7fuyFmESXQYir9AtweuD8w,109
4L7dHzx3QWJB4v2bDN17SQ,180
4L7dHzx3QWJB4v2bDN17SQ,109
4L7dHzx3QWJB4v2bDN17SQ,111
4L7dHzx3QWJB4v2bDN17SQ,34
0ffBJcGMp9tNw7lt4j0OhQ,114
0ffBJcGMp9tNw7lt4j0OhQ,142
0ffBJcGMp9tNw7lt4j0OhQ,109
yXP3IojU26Ms94i0RXIjKA,90
yXP3IojU26Ms94i0RXIjKA,98
yXP3IojU26Ms94i0RXIjKA,109
vVm2qH6n4tWzN_qv6PBIVw,109
vVm2qH6n4tWzN_qv6PBIVw,113
CXC1QLCiF7eTyP8_4JVuKg,2
CXC1QLCiF7eTyP8_4JVuKg,135
CXC1QLCiF7eTyP8_4JVuKg,109
CXC1QLCiF7eTyP8_4JVuKg,127
CXC1QLCiF7eTyP8_4JVuKg,6
CXC1QLCiF7eTyP8_4JVuKg,142
SNYpn2BdTbz8QrrfH8rvdw,109
SNYpn2BdTbz8QrrfH8rvdw,98
SNYpn2BdTbz8QrrfH8rvdw,154
SNYpn2BdTbz8QrrfH8rvdw,132
SNYpn2BdTbz8QrrfH8rvdw,27
SNYpn2BdTbz8QrrfH8rvdw,8
uIK9cFiBkixiBLu4yXRQcg,2
uIK9cFiBkixiBLu4yXRQcg,109
r13BI8s7vx6KP6_i6L6ZRw,109
r13BI8s7vx6KP6_i6L6ZRw,114
UoZg0xZepdMXbK_2dtT2nw,61
UoZg0xZepdMXbK_2dtT2nw,109
UoZg0xZepdMXbK_2dtT2nw,50
UoZg0xZepdMXbK_2dtT2nw,154
UoZg0xZepdMXbK_2dtT2nw,8
UoZg0xZepdMXbK_2dtT2nw,6
v89VYv_SzQKzl9wFOJM9wA,98
v89VYv_SzQKzl9wFOJM9wA,22
v89VYv_SzQKzl9wFOJM9wA,67
v89VYv_SzQKzl9wFOJM9wA,113
v89VYv_SzQKzl9wFOJM9wA,109
v89VYv_SzQKzl9wFOJM9wA,89
v89VYv_SzQKzl9wFOJM9wA,90
f4DCA9U-TigfarQSagXkLA,121
f4DCA9U-TigfarQSagXkLA,109
f4DCA9U-TigfarQSagXkLA,154
Hgjlz4Ekr5rqbLlxNczL4Q,6
Hgjlz4Ekr5rqbLlxNczL4Q,50
Hgjlz4Ekr5rqbLlxNczL4Q,171
Hgjlz4Ekr5rqbLlxNczL4Q,154
Hgjlz4Ekr5rqbLlxNczL4Q,109
8ynnZAfsIHltv72hiM-rlA,80
8ynnZAfsIHltv72hiM-rlA,122
8ynnZAfsIHltv72hiM-rlA,109
8ynnZAfsIHltv72hiM-rlA,46
nBI1kRMq7IIm6yvyjMXQrg,93
nBI1kRMq7IIm6yvyjMXQrg,109
uN9d_m0ZG6KM4zYVUS-ZDg,50
uN9d_m0ZG6KM4zYVUS-ZDg,51
uN9d_m0ZG6KM4zYVUS-ZDg,109
o30cpvfgxHr6NQ5pvSb0Qw,26
o30cpvfgxHr6NQ5pvSb0Qw,109
o30cpvfgxHr6NQ5pvSb0Qw,8
o30cpvfgxHr6NQ5pvSb0Qw,154
o30cpvfgxHr6NQ5pvSb0Qw,142
ObGjKm_zRPzCbpq1x2jEjA,119
ObGjKm_zRPzCbpq1x2jEjA,109
ut6fi2W2YaipNOqvi7e0jw,149
ut6fi2W2YaipNOqvi7e0jw,154
ut6fi2W2YaipNOqvi7e0jw,101
ut6fi2W2YaipNOqvi7e0jw,35
ut6fi2W2YaipNOqvi7e0jw,119
ut6fi2W2YaipNOqvi7e0jw,52
ut6fi2W2YaipNOqvi7e0jw,197
ut6fi2W2YaipNOqvi7e0jw,109
GcQv2nqPv7nbKgcAwmsSLw,114
GcQv2nqPv7nbKgcAwmsSLw,109
e8rmWzn0xD34dslXQ3pj5w,109
e8rmWzn0xD34dslXQ3pj5w,199
e8rmWzn0xD34dslXQ3pj5w,34
FxeakFEI6gObK0CxcOft-A,7
FxeakFEI6gObK0CxcOft-A,61
FxeakFEI6gObK0CxcOft-A,154
FxeakFEI6gObK0CxcOft-A,21
FxeakFEI6gObK0CxcOft-A,50
FxeakFEI6gObK0CxcOft-A,8
FxeakFEI6gObK0CxcOft-A,109
7u40cyMxw4iGosMdkesoEQ,60
7u40cyMxw4iGosMdkesoEQ,142
7u40cyMxw4iGosMdkesoEQ,109
7u40cyMxw4iGosMdkesoEQ,108
t2DLHKEXmj-egbkXrYR3DQ,109
t2DLHKEXmj-egbkXrYR3DQ,98
t2DLHKEXmj-egbkXrYR3DQ,131
t2DLHKEXmj-egbkXrYR3DQ,7
t2DLHKEXmj-egbkXrYR3DQ,154
t2DLHKEXmj-egbkXrYR3DQ,62
lLhm-u5kDFVHViFAFHDFqQ,101
lLhm-u5kDFVHViFAFHDFqQ,26
lLhm-u5kDFVHViFAFHDFqQ,60
lLhm-u5kDFVHViFAFHDFqQ,9
lLhm-u5kDFVHViFAFHDFqQ,25
lLhm-u5kDFVHViFAFHDFqQ,149
lLhm-u5kDFVHViFAFHDFqQ,68
lLhm-u5kDFVHViFAFHDFqQ,109
RTwDv2oLE3gzAZlf63OPXA,101
RTwDv2oLE3gzAZlf63OPXA,195
RTwDv2oLE3gzAZlf63OPXA,109
RTwDv2oLE3gzAZlf63OPXA,149
RTwDv2oLE3gzAZlf63OPXA,6
eF4YPHVUOlsGBRfIH-fOmQ,145
eF4YPHVUOlsGBRfIH-fOmQ,149
eF4YPHVUOlsGBRfIH-fOmQ,93
eF4YPHVUOlsGBRfIH-fOmQ,88
eF4YPHVUOlsGBRfIH-fOmQ,197
eF4YPHVUOlsGBRfIH-fOmQ,6
eF4YPHVUOlsGBRfIH-fOmQ,101
eF4YPHVUOlsGBRfIH-fOmQ,175
eF4YPHVUOlsGBRfIH-fOmQ,109
eF4YPHVUOlsGBRfIH-fOmQ,76
eF4YPHVUOlsGBRfIH-fOmQ,2
eF4YPHVUOlsGBRfIH-fOmQ,98
mXCc-htrMH55gdaWF7wH2A,33
mXCc-htrMH55gdaWF7wH2A,109
mXCc-htrMH55gdaWF7wH2A,114
mXCc-htrMH55gdaWF7wH2A,93
1nZRJPd-ruBIL4T2sXhOEQ,109
1nZRJPd-ruBIL4T2sXhOEQ,25
1nZRJPd-ruBIL4T2sXhOEQ,61
1nZRJPd-ruBIL4T2sXhOEQ,6
1nZRJPd-ruBIL4T2sXhOEQ,154
FpYZBwVw_zdA5rfSRw4utw,150
FpYZBwVw_zdA5rfSRw4utw,5
FpYZBwVw_zdA5rfSRw4utw,182
FpYZBwVw_zdA5rfSRw4utw,112
FpYZBwVw_zdA5rfSRw4utw,154
FpYZBwVw_zdA5rfSRw4utw,109
4VGEq2AHUw3uP2L51S8raw,109
4VGEq2AHUw3uP2L51S8raw,65
dgm6jrUZj-vAWa1OU5rbNQ,121
dgm6jrUZj-vAWa1OU5rbNQ,154
dgm6jrUZj-vAWa1OU5rbNQ,0
dgm6jrUZj-vAWa1OU5rbNQ,66
dgm6jrUZj-vAWa1OU5rbNQ,109
dgm6jrUZj-vAWa1OU5rbNQ,32
dgm6jrUZj-vAWa1OU5rbNQ,147
dgm6jrUZj-vAWa1OU5rbNQ,46
HYNJFIp1x-8GjkxGcVetZg,101
HYNJFIp1x-8GjkxGcVetZg,203
HYNJFIp1x-8GjkxGcVetZg,68
HYNJFIp1x-8GjkxGcVetZg,129
HYNJFIp1x-8GjkxGcVetZg,158
HYNJFIp1x-8GjkxGcVetZg,154
HYNJFIp1x-8GjkxGcVetZg,109
HYNJFIp1x-8GjkxGcVetZg,3
HYNJFIp1x-8GjkxGcVetZg,149
HYNJFIp1x-8GjkxGcVetZg,26
Jf4gYr350rJKNWFqegqH3g,119
Jf4gYr350rJKNWFqegqH3g,109
RKORVHAwrmwAAu1YoCQmQQ,92
RKORVHAwrmwAAu1YoCQmQQ,109
RKORVHAwrmwAAu1YoCQmQQ,143
Ah66Bdq78isQ56DpFoFrJw,142
Ah66Bdq78isQ56DpFoFrJw,2
Ah66Bdq78isQ56DpFoFrJw,109
Ah66Bdq78isQ56DpFoFrJw,135
Ah66Bdq78isQ56DpFoFrJw,6
Ah66Bdq78isQ56DpFoFrJw,127
h6kRhmy42Wxqp5i62S-log,113
h6kRhmy42Wxqp5i62S-log,109
QzFEjzRuC3C6XNSsfVM33g,109
QzFEjzRuC3C6XNSsfVM33g,34
T2Nf8CF-0ei1I_lURYG_cw,109
T2Nf8CF-0ei1I_lURYG_cw,25
Lmstm1D0Ch8QP1b2TB-tVw,8
Lmstm1D0Ch8QP1b2TB-tVw,154
Lmstm1D0Ch8QP1b2TB-tVw,109
Lmstm1D0Ch8QP1b2TB-tVw,61
Lmstm1D0Ch8QP1b2TB-tVw,98
PWw3ZW59X1aZiTxkzK-f4w,184
PWw3ZW59X1aZiTxkzK-f4w,149
PWw3ZW59X1aZiTxkzK-f4w,119
PWw3ZW59X1aZiTxkzK-f4w,101
PWw3ZW59X1aZiTxkzK-f4w,109
6RBZfirnzE4NahJTn1UPNA,109
6RBZfirnzE4NahJTn1UPNA,2
CWtiEPVlirbiteeK9U60lA,114
CWtiEPVlirbiteeK9U60lA,109
v0108O4P6Io3NMStAc-Uhg,32
v0108O4P6Io3NMStAc-Uhg,109
v0108O4P6Io3NMStAc-Uhg,98
v0108O4P6Io3NMStAc-Uhg,142
v0108O4P6Io3NMStAc-Uhg,132
5BKoBlat3aRv0IaaPuScBw,138
5BKoBlat3aRv0IaaPuScBw,179
5BKoBlat3aRv0IaaPuScBw,109
5BKoBlat3aRv0IaaPuScBw,184
5BKoBlat3aRv0IaaPuScBw,101
5BKoBlat3aRv0IaaPuScBw,149
Skjt4qu-ix90v4r4blJ07A,154
Skjt4qu-ix90v4r4blJ07A,109
Skjt4qu-ix90v4r4blJ07A,8
Skjt4qu-ix90v4r4blJ07A,26
Skjt4qu-ix90v4r4blJ07A,142
jnge13lFtiLGXQEo5NwSYw,61
jnge13lFtiLGXQEo5NwSYw,45
jnge13lFtiLGXQEo5NwSYw,154
jnge13lFtiLGXQEo5NwSYw,109
TJotjFlbpLlEJoxnc0GD4g,46
TJotjFlbpLlEJoxnc0GD4g,160
TJotjFlbpLlEJoxnc0GD4g,149
TJotjFlbpLlEJoxnc0GD4g,109
TJotjFlbpLlEJoxnc0GD4g,133
TJotjFlbpLlEJoxnc0GD4g,184
TJotjFlbpLlEJoxnc0GD4g,195
TJotjFlbpLlEJoxnc0GD4g,101
1cdvmkWjYCabtLd_5MMeYw,154
1cdvmkWjYCabtLd_5MMeYw,46
1cdvmkWjYCabtLd_5MMeYw,109
1cdvmkWjYCabtLd_5MMeYw,35
1cdvmkWjYCabtLd_5MMeYw,137
1cdvmkWjYCabtLd_5MMeYw,160
JW1qEFmFSVzxI3xWimL1kg,142
JW1qEFmFSVzxI3xWimL1kg,26
JW1qEFmFSVzxI3xWimL1kg,109
NIqFlHurHm0cj6QXczYbEQ,2
NIqFlHurHm0cj6QXczYbEQ,109
NIqFlHurHm0cj6QXczYbEQ,6
GKcaAbGsobMVhjSFktgVsA,109
GKcaAbGsobMVhjSFktgVsA,195
GKcaAbGsobMVhjSFktgVsA,72
GKcaAbGsobMVhjSFktgVsA,101
GKcaAbGsobMVhjSFktgVsA,149
GKcaAbGsobMVhjSFktgVsA,107
W52Doamn1iD__5dWdohujA,109
W52Doamn1iD__5dWdohujA,60
W52Doamn1iD__5dWdohujA,139
W52Doamn1iD__5dWdohujA,142
D_wIRGE2PHAQGQCggrtfPw,25
D_wIRGE2PHAQGQCggrtfPw,157
D_wIRGE2PHAQGQCggrtfPw,109
D_wIRGE2PHAQGQCggrtfPw,26
D_wIRGE2PHAQGQCggrtfPw,98
PlaECqs3oPBRo47p85zkzw,72
PlaECqs3oPBRo47p85zkzw,6
PlaECqs3oPBRo47p85zkzw,184
PlaECqs3oPBRo47p85zkzw,108
PlaECqs3oPBRo47p85zkzw,60
PlaECqs3oPBRo47p85zkzw,139
PlaECqs3oPBRo47p85zkzw,109
PlaECqs3oPBRo47p85zkzw,149
PlaECqs3oPBRo47p85zkzw,101
PlaECqs3oPBRo47p85zkzw,25
PlaECqs3oPBRo47p85zkzw,133
PlaECqs3oPBRo47p85zkzw,68
TqXrx4jBp5-mr4OsquRFtg,85
TqXrx4jBp5-mr4OsquRFtg,109
TqXrx4jBp5-mr4OsquRFtg,25
TqXrx4jBp5-mr4OsquRFtg,26
TqXrx4jBp5-mr4OsquRFtg,184
OTyqnhVR-ZWkLMlVnCPoCA,184
OTyqnhVR-ZWkLMlVnCPoCA,147
OTyqnhVR-ZWkLMlVnCPoCA,108
OTyqnhVR-ZWkLMlVnCPoCA,46
OTyqnhVR-ZWkLMlVnCPoCA,60
OTyqnhVR-ZWkLMlVnCPoCA,109
OTyqnhVR-ZWkLMlVnCPoCA,51
OTyqnhVR-ZWkLMlVnCPoCA,25
OTyqnhVR-ZWkLMlVnCPoCA,98
yTY4Mtn9eNUj35mj452DMQ,109
yTY4Mtn9eNUj35mj452DMQ,26
yTY4Mtn9eNUj35mj452DMQ,154
yTY4Mtn9eNUj35mj452DMQ,8
yTY4Mtn9eNUj35mj452DMQ,142
oFVEI1QE-gWcDrgVoy8etw,129
oFVEI1QE-gWcDrgVoy8etw,158
oFVEI1QE-gWcDrgVoy8etw,109
oFVEI1QE-gWcDrgVoy8etw,149
oFVEI1QE-gWcDrgVoy8etw,154
oFVEI1QE-gWcDrgVoy8etw,101
oFVEI1QE-gWcDrgVoy8etw,197
oFVEI1QE-gWcDrgVoy8etw,25
2c0G2DyFUoar21Ld_gSLoQ,142
2c0G2DyFUoar21Ld_gSLoQ,109
2c0G2DyFUoar21Ld_gSLoQ,26
uKnoHpDQTQZiqsOldeMx7Q,109
uKnoHpDQTQZiqsOldeMx7Q,154
uKnoHpDQTQZiqsOldeMx7Q,25
uKnoHpDQTQZiqsOldeMx7Q,8
uKnoHpDQTQZiqsOldeMx7Q,69
uKnoHpDQTQZiqsOldeMx7Q,142
KkWQcqDPsZb6K5R5T-XJCg,109
KkWQcqDPsZb6K5R5T-XJCg,6
KkWQcqDPsZb6K5R5T-XJCg,2
KkWQcqDPsZb6K5R5T-XJCg,127
KkWQcqDPsZb6K5R5T-XJCg,135
KkWQcqDPsZb6K5R5T-XJCg,142
CG1aAgHz1sLW86TFPauerA,127
CG1aAgHz1sLW86TFPauerA,109
CG1aAgHz1sLW86TFPauerA,2
EImGEwaos0pIqyye1u6OSA,109
EImGEwaos0pIqyye1u6OSA,119
EImGEwaos0pIqyye1u6OSA,98
EImGEwaos0pIqyye1u6OSA,65
W7IXC4Bq5jXOQVV6Cu1OSA,132
W7IXC4Bq5jXOQVV6Cu1OSA,154
W7IXC4Bq5jXOQVV6Cu1OSA,8
W7IXC4Bq5jXOQVV6Cu1OSA,24
W7IXC4Bq5jXOQVV6Cu1OSA,82
W7IXC4Bq5jXOQVV6Cu1OSA,98
W7IXC4Bq5jXOQVV6Cu1OSA,109
W7IXC4Bq5jXOQVV6Cu1OSA,91
pU4bdb5Ohof4KEBJvmwc8A,109
pU4bdb5Ohof4KEBJvmwc8A,149
pU4bdb5Ohof4KEBJvmwc8A,184
pU4bdb5Ohof4KEBJvmwc8A,101
boIphU_TlxlMJHfFrAM03g,109
boIphU_TlxlMJHfFrAM03g,26
boIphU_TlxlMJHfFrAM03g,142
boIphU_TlxlMJHfFrAM03g,85
boIphU_TlxlMJHfFrAM03g,98
SCOVrHA1BPgJwgSo8VveRg,142
SCOVrHA1BPgJwgSo8VveRg,2
SCOVrHA1BPgJwgSo8VveRg,135
SCOVrHA1BPgJwgSo8VveRg,109
SCOVrHA1BPgJwgSo8VveRg,26
SCOVrHA1BPgJwgSo8VveRg,6
o0DWTaPYv76pZPquHfUgUw,109
o0DWTaPYv76pZPquHfUgUw,154
o0DWTaPYv76pZPquHfUgUw,13
H-ShuZET0m9IkCv-L9zFXA,142
H-ShuZET0m9IkCv-L9zFXA,154
H-ShuZET0m9IkCv-L9zFXA,109
H-ShuZET0m9IkCv-L9zFXA,26
H-ShuZET0m9IkCv-L9zFXA,69
8OdjsghAmrWb5VySp5_CLw,154
8OdjsghAmrWb5VySp5_CLw,65
8OdjsghAmrWb5VySp5_CLw,131
8OdjsghAmrWb5VySp5_CLw,7
8OdjsghAmrWb5VySp5_CLw,142
8OdjsghAmrWb5VySp5_CLw,109
7wcHZ80HLJVwUijAH_efJQ,109
7wcHZ80HLJVwUijAH_efJQ,25
7wcHZ80HLJVwUijAH_efJQ,180
7wcHZ80HLJVwUijAH_efJQ,6
laqCluTmC5pDvbEkUkbWHg,109
laqCluTmC5pDvbEkUkbWHg,34
T-W7Zn6hd3ChwseyccgZDg,107
T-W7Zn6hd3ChwseyccgZDg,195
T-W7Zn6hd3ChwseyccgZDg,149
T-W7Zn6hd3ChwseyccgZDg,101
T-W7Zn6hd3ChwseyccgZDg,184
T-W7Zn6hd3ChwseyccgZDg,109
UjxQP7wWh8P3mblDM4lrTg,124
UjxQP7wWh8P3mblDM4lrTg,154
UjxQP7wWh8P3mblDM4lrTg,142
UjxQP7wWh8P3mblDM4lrTg,100
UjxQP7wWh8P3mblDM4lrTg,109
UjxQP7wWh8P3mblDM4lrTg,61
WeisR1JbgA82LlSdvFpylg,6
WeisR1JbgA82LlSdvFpylg,98
WeisR1JbgA82LlSdvFpylg,109
WeisR1JbgA82LlSdvFpylg,118
MAad69FdL2Y-kSDF6SkZ3A,92
MAad69FdL2Y-kSDF6SkZ3A,109
MAad69FdL2Y-kSDF6SkZ3A,93
MAad69FdL2Y-kSDF6SkZ3A,143
5OK71bsZ3UndLeTXUE5mKw,109
5OK71bsZ3UndLeTXUE5mKw,93
cvUjcNaAJhqTU5UplnJC5A,14
cvUjcNaAJhqTU5UplnJC5A,109
FDUFDCE5VML0zS4tSegjcg,109
FDUFDCE5VML0zS4tSegjcg,98
TK_CXlCU1bWEZNBpR1fNDw,134
TK_CXlCU1bWEZNBpR1fNDw,26
TK_CXlCU1bWEZNBpR1fNDw,85
TK_CXlCU1bWEZNBpR1fNDw,154
TK_CXlCU1bWEZNBpR1fNDw,109
AjQGanUkM-SFa7MxwTfMRw,25
AjQGanUkM-SFa7MxwTfMRw,184
AjQGanUkM-SFa7MxwTfMRw,154
AjQGanUkM-SFa7MxwTfMRw,153
AjQGanUkM-SFa7MxwTfMRw,109
_IwRR4rW56uEn8BU9tMNjg,109
_IwRR4rW56uEn8BU9tMNjg,143
_IwRR4rW56uEn8BU9tMNjg,92
iZNVXy87SXHxlK4I2eLJHQ,77
iZNVXy87SXHxlK4I2eLJHQ,154
iZNVXy87SXHxlK4I2eLJHQ,50
iZNVXy87SXHxlK4I2eLJHQ,149
iZNVXy87SXHxlK4I2eLJHQ,8
iZNVXy87SXHxlK4I2eLJHQ,7
iZNVXy87SXHxlK4I2eLJHQ,101
iZNVXy87SXHxlK4I2eLJHQ,107
iZNVXy87SXHxlK4I2eLJHQ,109
7EozHEbdu6Dq9O9ptQBArw,119
7EozHEbdu6Dq9O9ptQBArw,60
7EozHEbdu6Dq9O9ptQBArw,142
7EozHEbdu6Dq9O9ptQBArw,109
w_R7KfoYBrWj9H0BMj3VFw,171
w_R7KfoYBrWj9H0BMj3VFw,61
w_R7KfoYBrWj9H0BMj3VFw,109
w_R7KfoYBrWj9H0BMj3VFw,72
w_R7KfoYBrWj9H0BMj3VFw,98
w_R7KfoYBrWj9H0BMj3VFw,154
w_R7KfoYBrWj9H0BMj3VFw,6
w_R7KfoYBrWj9H0BMj3VFw,32
JB5tlC_7u5IHT2Z_GHN-qw,32
JB5tlC_7u5IHT2Z_GHN-qw,109
JB5tlC_7u5IHT2Z_GHN-qw,46
JB5tlC_7u5IHT2Z_GHN-qw,146
JB5tlC_7u5IHT2Z_GHN-qw,201
JB5tlC_7u5IHT2Z_GHN-qw,147
JB5tlC_7u5IHT2Z_GHN-qw,154
EeXMlEF1yknnBRduo6yzHQ,85
EeXMlEF1yknnBRduo6yzHQ,109
EeXMlEF1yknnBRduo6yzHQ,142
EeXMlEF1yknnBRduo6yzHQ,186
EeXMlEF1yknnBRduo6yzHQ,26
2wf4Vkz9ZEh9-TJaL2d5-g,79
2wf4Vkz9ZEh9-TJaL2d5-g,114
2wf4Vkz9ZEh9-TJaL2d5-g,109
cN-E9LtQPXrE00iaQQ7UCQ,26
cN-E9LtQPXrE00iaQQ7UCQ,32
cN-E9LtQPXrE00iaQQ7UCQ,154
cN-E9LtQPXrE00iaQQ7UCQ,6
cN-E9LtQPXrE00iaQQ7UCQ,8
cN-E9LtQPXrE00iaQQ7UCQ,138
cN-E9LtQPXrE00iaQQ7UCQ,109
cN-E9LtQPXrE00iaQQ7UCQ,60
q8OUwVG1HHo8-b--nyI8gQ,184
q8OUwVG1HHo8-b--nyI8gQ,109
aJpDjaMVhWZRLdwZtqQjEg,69
aJpDjaMVhWZRLdwZtqQjEg,76
aJpDjaMVhWZRLdwZtqQjEg,100
aJpDjaMVhWZRLdwZtqQjEg,154
aJpDjaMVhWZRLdwZtqQjEg,8
aJpDjaMVhWZRLdwZtqQjEg,109
CFqHpJScxhi1jxkiHpzx0g,148
CFqHpJScxhi1jxkiHpzx0g,121
CFqHpJScxhi1jxkiHpzx0g,109
CFqHpJScxhi1jxkiHpzx0g,154
CFqHpJScxhi1jxkiHpzx0g,5
CFqHpJScxhi1jxkiHpzx0g,8
CFqHpJScxhi1jxkiHpzx0g,149
CFqHpJScxhi1jxkiHpzx0g,101
huIIVzj-e0oa2kN0B6-2-A,8
huIIVzj-e0oa2kN0B6-2-A,91
huIIVzj-e0oa2kN0B6-2-A,82
huIIVzj-e0oa2kN0B6-2-A,24
huIIVzj-e0oa2kN0B6-2-A,154
huIIVzj-e0oa2kN0B6-2-A,98
huIIVzj-e0oa2kN0B6-2-A,109
wlWgaS7V1LhOj-uGgZgAGg,109
wlWgaS7V1LhOj-uGgZgAGg,26
wlWgaS7V1LhOj-uGgZgAGg,142
wlWgaS7V1LhOj-uGgZgAGg,69
wlWgaS7V1LhOj-uGgZgAGg,154
wlWgaS7V1LhOj-uGgZgAGg,25
_MM6uUK_M-trJtifosyUYw,37
_MM6uUK_M-trJtifosyUYw,109
FaPv78tmIKDhDxdos_KbZg,109
FaPv78tmIKDhDxdos_KbZg,119
FaPv78tmIKDhDxdos_KbZg,65
sdFJSq-EgmtplIwUamRwTQ,129
sdFJSq-EgmtplIwUamRwTQ,158
sdFJSq-EgmtplIwUamRwTQ,26
sdFJSq-EgmtplIwUamRwTQ,149
sdFJSq-EgmtplIwUamRwTQ,101
sdFJSq-EgmtplIwUamRwTQ,154
sdFJSq-EgmtplIwUamRwTQ,109
sdFJSq-EgmtplIwUamRwTQ,68
1fzSOSo9DiWxLJpJA-Tphw,109
1fzSOSo9DiWxLJpJA-Tphw,6
RuM9hDl_E9FN5IkkJ7HPQQ,87
RuM9hDl_E9FN5IkkJ7HPQQ,64
RuM9hDl_E9FN5IkkJ7HPQQ,114
RuM9hDl_E9FN5IkkJ7HPQQ,109
Kv3rJDB3LYAF8a4X0f6TIg,109
Kv3rJDB3LYAF8a4X0f6TIg,37
xoG-zabIUFngEhic1PEajA,109
xoG-zabIUFngEhic1PEajA,14
xoG-zabIUFngEhic1PEajA,180
xoG-zabIUFngEhic1PEajA,139
xoG-zabIUFngEhic1PEajA,184
XVYycJcfqSsU1dta9uEjgA,25
XVYycJcfqSsU1dta9uEjgA,109
XVYycJcfqSsU1dta9uEjgA,154
Cxh7HIPRhIr_DIetWp3jAg,8
Cxh7HIPRhIr_DIetWp3jAg,109
Cxh7HIPRhIr_DIetWp3jAg,26
Cxh7HIPRhIr_DIetWp3jAg,154
Cxh7HIPRhIr_DIetWp3jAg,142
JXYKzNSaK_fznAXvmRdYPA,107
JXYKzNSaK_fznAXvmRdYPA,149
JXYKzNSaK_fznAXvmRdYPA,101
JXYKzNSaK_fznAXvmRdYPA,184
JXYKzNSaK_fznAXvmRdYPA,109
JXYKzNSaK_fznAXvmRdYPA,65
JXYKzNSaK_fznAXvmRdYPA,67
iBGR1hX6To3FGtCgCgDtqQ,109
iBGR1hX6To3FGtCgCgDtqQ,34
iBGR1hX6To3FGtCgCgDtqQ,154
iBGR1hX6To3FGtCgCgDtqQ,147
iBGR1hX6To3FGtCgCgDtqQ,46
M5NuayzFbb5RHB4KQMAvqA,154
M5NuayzFbb5RHB4KQMAvqA,119
M5NuayzFbb5RHB4KQMAvqA,146
M5NuayzFbb5RHB4KQMAvqA,98
M5NuayzFbb5RHB4KQMAvqA,109
1TDkOZykS66a7pV6yeAAHQ,117
1TDkOZykS66a7pV6yeAAHQ,5
1TDkOZykS66a7pV6yeAAHQ,112
1TDkOZykS66a7pV6yeAAHQ,150
1TDkOZykS66a7pV6yeAAHQ,0
1TDkOZykS66a7pV6yeAAHQ,78
1TDkOZykS66a7pV6yeAAHQ,109
1TDkOZykS66a7pV6yeAAHQ,61
1TDkOZykS66a7pV6yeAAHQ,84
1TDkOZykS66a7pV6yeAAHQ,184
1TDkOZykS66a7pV6yeAAHQ,46
1TDkOZykS66a7pV6yeAAHQ,147
1TDkOZykS66a7pV6yeAAHQ,7
1TDkOZykS66a7pV6yeAAHQ,146
1TDkOZykS66a7pV6yeAAHQ,154
1TDkOZykS66a7pV6yeAAHQ,50
1TDkOZykS66a7pV6yeAAHQ,6
KAOkwAdXQ556P_p828BprQ,109
KAOkwAdXQ556P_p828BprQ,63
KAOkwAdXQ556P_p828BprQ,101
KAOkwAdXQ556P_p828BprQ,149
KAOkwAdXQ556P_p828BprQ,6
KAOkwAdXQ556P_p828BprQ,154
KAOkwAdXQ556P_p828BprQ,38
NJ6unjwQCbCEmurnFllnMQ,119
NJ6unjwQCbCEmurnFllnMQ,109
RpY32D_zRYFQPYHlrkDi9Q,142
RpY32D_zRYFQPYHlrkDi9Q,109
RpY32D_zRYFQPYHlrkDi9Q,26
RpY32D_zRYFQPYHlrkDi9Q,154
RpY32D_zRYFQPYHlrkDi9Q,8
VOPWc0uPOEKCIZtaL9bJYg,109
VOPWc0uPOEKCIZtaL9bJYg,119
VOPWc0uPOEKCIZtaL9bJYg,98
VOPWc0uPOEKCIZtaL9bJYg,60
CUg4cM0WRAVlSBkLLtwqkg,143
CUg4cM0WRAVlSBkLLtwqkg,109
